height,weight
66.09074,129.5516
69.24418,152.0714
69.66512,120.8646
68.42721,136.1027
68.28613,130.0611
69.37684,131.7743
68.35315,139.38
72.32489,168.229
70.37159,127.6446
65.72927,131.8008
66.49627,122.8561
70.81339,140.2133
67.37579,142.6929
67.79709,137.4299
68.1607,126.0392
68.85782,143.5985
67.71342,122.62
64.66007,108.6044
65.73721,100.6617
68.42441,116.1397
68.88946,140.5293
68.27367,125.6907
69.18045,134.3329
72.60996,136.4649
66.04157,127.8822
69.2288,123.1361
68.87697,116.3375
66.46042,124.5581
69.30444,125.7853
67.58249,107.5905
69.41816,143.0236
67.46867,118.7434
66.44873,118.9856
68.76185,131.8744
63.76881,119.3691
69.03663,126.1223
66.48966,126.6122
66.74224,113.5597
67.69394,115.8413
66.69066,130.2738
67.02877,125.4542
65.91096,117.1655
70.0304,137.3184
69.26978,149.4447
70.07695,151.0695
64.90942,116.9994
69.68744,138.1787
67.56524,127.621
63.85529,120.7514
71.6189,144.2537
64.98993,105.7939
64.60759,120.1567
62.01666,109.0848
65.28516,125.971
67.70163,110.2325
70.85794,134.4706
68.17075,115.5067
67.45006,125.1086
71.04224,116.4113
67.83032,133.3944
67.15488,108.7478
68.30289,134.3986
65.41208,131.2085
68.66755,130.8318
70.06733,127.0838
69.13413,119.4067
67.02078,105.5616
65.52274,134.4733
70.19808,132.6897
67.66866,126.058
69.73257,126.3532
67.61719,142.3603
70.79589,124.5873
69.65804,122.3604
66.73277,123.2298
67.58008,131.4049
65.25317,124.3037
70.71387,128.3836
71.27374,136.853
66.55913,118.0569
68.04247,121.4969
68.11699,119.2811
71.2367,126.5545
66.92387,129.2477
71.10381,134.7804
69.41466,146.0725
69.16807,162.4109
68.57725,130.1885
69.60315,132.1941
69.05087,127.4591
68.28699,125.3466
69.25276,134.7559
68.23862,121.9395
67.6868,125.6688
68.84083,145.956
69.52061,119.9207
66.97668,111.5093
72.0053,138.676
67.44482,135.0151
66.06214,116.509
65.5747,123.9575
68.30171,136.952
71.02603,153.0797
70.76882,126.357
67.50812,145.0614
69.50936,135.1739
66.4455,108.806
68.5689,110.5155
67.01296,138.2685
68.70004,119.5111
68.23013,115.3214
70.40713,132.3684
65.69989,93.99438
65.7031,127.4051
68.48055,134.3024
66.62891,124.9721
66.84285,124.072
69.89734,133.5476
67.6543,134.1509
68.30917,130.2489
69.74848,138.0935
68.57906,126.6064
68.14477,131.8076
67.98093,131.7363
64.82535,117.6261
69.20785,126.1943
69.2656,127.5132
70.9403,142.4785
69.07826,139.444
66.20183,110.3204
71.05779,131.9541
68.99493,129.2037
70.96089,124.3513
66.02496,126.5251
69.8641,149.2303
66.82802,142.1577
69.09424,127.1436
66.81425,122.3353
67.13183,112.6659
64.57428,134.2647
68.68038,120.6936
67.53724,115.783
71.17732,128.6855
70.53514,134.7611
71.53411,118.3419
66.77301,106.1557
66.33636,126.3823
64.83095,114.3716
68.38247,130.2787
68.05038,123.3066
69.09149,122.8571
69.91046,125.6932
68.40737,111.7247
68.32559,125.5516
66.95555,119.9702
70.54816,132.6043
69.37805,132.6738
67.52012,117.4521
64.87142,101.8549
69.13396,128.4418
68.81192,134.0414
67.56446,127.7511
68.16772,127.6172
65.80687,139.3971
64.92276,113.9381
68.35584,147.5188
66.71546,132.6523
69.18196,132.8139
65.88795,105.0942
66.03733,127.5187
69.44194,130.7305
67.14847,128.5815
65.69442,122.5699
69.42723,157.2961
66.54503,121.1097
69.04469,147.5061
67.62036,117.493
69.59105,132.4472
68.12343,118.1774
71.22641,123.7319
66.43285,130.365
66.31808,122.8882
68.02724,107.8693
68.2876,118.591
66.91609,125.6467
71.77546,148.6016
66.04535,150.279
69.01455,127.0678
68.70744,128.7122
65.012,118.4233
66.05857,125.3879
71.16403,149.2676
67.55274,107.3484
68.83455,133.6992
68.11811,124.8508
67.90528,112.7028
67.64085,127.8407
69.78282,134.1615
67.99889,138.6031
69.41465,126.044
70.42989,129.5856
67.67519,134.1054
67.88036,106.1251
68.06905,127.0561
66.99435,121.9241
71.57689,150.7365
64.36564,116.0061
67.93011,125.4748
69.91863,131.6099
69.93864,129.0696
66.79766,129.1117
70.11119,148.1624
68.94814,105.388
68.02886,110.5447
69.36148,118.6402
68.44886,122.8151
65.70282,124.887
69.55674,135.7695
65.84635,116.4563
68.79983,125.3617
69.03835,133.122
67.36352,138.3328
70.35788,124.4972
69.88828,136.7205
65.15319,115.0153
69.40907,132.6366
68.50874,143.1323
65.71552,134.7422
63.98308,122.6246
70.07685,153.5634
68.42542,126.289
68.23665,134.7206
67.82856,134.5987
66.31277,118.3945
69.75128,121.2997
65.70901,132.2844
66.88227,139.0617
67.2791,110.698
70.63357,154.1073
69.9377,124.1592
65.87671,134.5173
72.44694,138.2622
70.07052,149.0801
67.68486,127.0075
66.1151,117.8222
69.94355,148.9096
68.24317,128.2151
68.80144,129.6944
66.61818,125.5674
70.18701,128.7947
65.58971,124.187
68.69566,151.4167
64.88639,106.9803
69.81993,145.6221
66.33962,121.5926
70.4434,130.9386
69.99163,135.6203
70.13617,123.9315
67.1793,131.9955
68.2034,117.484
67.76121,129.6577
64.79753,122.3706
66.47871,114.5867
66.98337,116.5401
65.69991,139.4307
66.82705,123.4822
66.35141,132.5492
70.13491,143.4013
70.11565,132.9429
64.56145,98.8972
68.15724,122.4342
67.1475,104.6767
70.88927,142.7847
68.16218,130.9283
71.19657,143.827
67.92444,142.2832
65.30204,107.9441
66.40756,105.6891
71.30647,125.4007
69.05997,106.4195
65.95442,118.5371
69.63776,136.7836
71.10495,145.9328
66.21851,129.637
66.13469,108.4955
67.7851,121.2537
66.67737,135.7399
69.99408,137.5026
71.1441,124.0052
68.63927,128.8613
69.08548,133.6811
67.97389,106.5185
65.94809,113.0398
66.02102,125.9639
71.23576,140.2945
67.52674,143.229
71.06935,145.8063
68.27178,128.1697
67.31932,134.1839
68.98848,140.2166
68.404,146.3453
67.092,132.0784
66.76866,122.13
65.64636,131.4693
65.34105,129.5167
68.18299,125.7451
70.65924,153.1384
65.94401,124.5559
69.62792,134.8225
68.29965,115.3877
70.06075,117.9618
68.43602,124.5647
69.27012,134.4043
67.70511,129.3092
70.89315,133.1423
70.54313,147.3609
71.58086,155.0132
68.42301,126.2905
69.35781,134.4605
70.445,134.0296
67.38153,128.9248
67.50767,123.0543
68.52054,112.1788
66.80858,111.7443
72.38532,148.4615
68.51642,136.7459
70.79791,133.2068
66.21905,116.8855
68.31167,124.8542
67.1715,121.5809
67.7714,123.197
67.47328,137.1255
67.77463,121.4941
69.20099,150.9398
70.04297,142.3009
70.56979,134.7527
66.45379,133.5585
67.68132,136.0895
65.75638,95.20216
69.3549,119.7404
70.5902,152.9146
67.27626,140.1991
68.48853,145.2503
67.02188,119.4855
65.77613,123.512
65.96579,110.6754
68.18868,111.4951
72.08595,139.4849
66.85358,133.088
69.10929,133.5196
64.5909,112.7698
67.03849,124.7975
68.99156,123.4224
70.59872,142.0921
70.08988,116.2814
65.6844,131.1256
67.0982,131.2493
66.03932,127.2422
69.26423,122.4523
66.61351,115.2431
68.11738,126.9532
69.73059,143.4439
64.02042,125.377
66.23753,109.0095
72.46761,139.2411
66.21938,102.182
71.2978,144.3898
63.1255,83.08527
70.93034,145.3938
68.25489,134.9267
64.78014,134.678
65.42982,111.4963
68.91361,119.7951
64.96937,95.70426
66.15237,117.159
65.98386,127.2356
69.2435,144.9205
68.31982,122.8464
70.11607,134.19
68.63521,124.9776
67.74289,135.8441
64.58641,120.8222
64.66165,125.0174
65.90771,133.5474
65.77649,124.5583
67.1506,135.9691
72.24339,143.5738
68.73199,130.5725
67.57019,127.192
70.36234,141.2372
63.62233,107.4236
66.20711,122.3234
66.22114,111.6055
70.0722,137.8915
69.6563,142.8742
66.25043,114.4349
68.0704,128.2736
67.14808,134.5725
68.76609,140.1034
68.12075,121.977
65.72987,111.4248
69.17439,135.0756
70.36351,132.9826
70.78557,117.7566
70.88083,134.9877
66.62148,151.6121
69.9829,128.9287
66.92866,120.1575
71.45806,125.6007
69.66344,127.8292
69.30943,136.1354
66.59775,116.2841
64.20209,127.0777
68.23051,125.7165
70.09021,121.0749
70.9755,122.7382
64.93134,119.4545
66.90106,132.9048
69.19803,132.8687
68.4149,124.3486
66.3163,132.2198
72.13467,142.804
65.74613,129.605
69.96677,128.5326
65.11417,112.9919
67.43294,122.0795
66.39785,118.396
67.18769,130.1299
67.68597,111.6824
67.77469,142.2452
63.62937,122.6049
66.447,122.8198
71.9233,119.1123
67.92214,139.4335
68.01143,141.3353
67.76524,119.787
69.19791,136.326
67.00109,118.4099
67.09659,137.692
69.85144,129.078
67.42782,123.4642
68.1104,115.4311
68.29433,129.931
69.45176,135.9563
69.08219,127.8134
70.91753,139.1014
64.20566,109.2132
71.10315,124.6154
72.08523,136.221
66.15119,120.4722
67.52898,116.1659
67.17586,115.5093
72.92955,141.9961
65.54112,135.4869
69.08487,135.1305
65.28991,108.2494
68.53447,125.1277
71.32802,142.8947
66.88095,128.2978
67.91196,128.268
67.00238,103.5665
68.27584,156.1069
66.20276,104.9661
64.24214,121.6365
67.43738,132.0066
64.50081,118.4079
68.89607,135.3898
70.32908,140.6633
64.31742,111.6703
67.11253,128.0328
68.01206,130.4737
68.25267,128.2127
67.76873,142.8202
67.44291,123.0804
65.73581,117.8771
69.64372,130.9274
71.92818,129.1735
69.39435,144.5784
67.14717,115.8635
69.1469,116.5322
66.90594,141.9947
67.838,132.1304
68.09614,135.2607
66.14093,127.0684
71.16386,129.844
67.55757,134.5066
70.01279,121.3609
72.56431,143.1486
66.60224,124.7741
68.51802,120.1546
66.34638,139.4163
69.02692,131.6743
69.12446,131.07
68.24578,129.8914
68.4869,123.344
70.68261,137.5314
70.35969,136.8886
67.62401,118.4024
69.4463,116.2441
67.92486,124.8433
68.39347,120.9809
66.31812,105.1208
71.22882,145.4377
65.29169,108.1912
66.00287,130.3778
67.61775,117.5157
69.10276,135.8762
68.99743,127.5126
69.07531,151.3998
68.34086,112.4799
71.68196,156.7554
68.77664,138.2098
66.18191,109.5685
72.37092,139.9742
66.85155,124.5873
65.75688,130.5023
69.69245,151.0783
66.27915,108.7722
66.47752,105.9927
68.71912,143.4301
68.29244,114.7434
67.66696,123.7736
71.29885,139.4769
67.07369,115.8201
70.68048,146.5682
71.40114,153.9993
71.00392,137.5899
66.2799,125.9287
68.05383,139.6939
64.16346,126.3585
66.87966,113.9307
70.52968,129.7605
65.45595,116.1925
69.11331,139.1294
67.94221,126.9815
67.2132,125.8352
67.6372,113.524
70.09365,123.2372
64.41354,123.0554
69.77698,128.133
66.58181,127.9357
68.14995,110.4678
66.18165,127.9364
66.79412,118.1678
67.1657,129.7243
68.01904,130.6094
66.95837,105.0414
68.70397,122.6299
69.68057,138.3259
66.52793,107.7381
66.46981,141.4417
71.44643,153.6966
66.62648,134.5551
64.01015,109.6593
65.03312,117.2029
66.77216,124.2843
68.91932,125.2193
71.22926,133.2256
71.10332,122.6042
69.80699,134.8652
67.09127,111.4506
67.27958,116.8458
71.86593,143.1527
67.20197,99.92383
68.44108,127.9232
67.20278,136.658
69.36588,145.3947
69.0416,126.6818
65.9056,128.1983
66.44766,122.8328
66.08009,133.2571
69.35367,116.7606
70.83359,144.0455
67.664,132.5153
65.30966,123.9832
66.66817,113.1423
66.93271,123.9512
67.73938,133.9787
64.27722,128.1519
66.83442,121.2878
65.89728,122.7107
67.6564,125.4136
68.68966,124.8761
66.08003,116.5903
66.91344,129.889
69.48392,123.889
68.60001,137.6571
69.21225,130.8805
67.63342,141.9706
65.73405,125.7334
66.09947,104.4108
67.65293,117.0685
67.59619,131.7669
69.57859,125.4738
66.08879,129.5734
70.08026,130.1053
65.00956,131.9305
69.16464,142.4645
69.61276,127.6431
71.48367,153.3153
69.47413,126.7609
69.0027,114.0258
69.5581,133.9684
68.63746,127.5869
67.20262,126.4859
66.07614,120.7651
66.18342,126.6479
70.80778,133.0747
67.158,125.9649
65.2973,121.3206
69.23494,129.7824
68.90768,130.0549
72.3478,123.4005
68.29557,137.2791
68.34735,127.7554
67.46476,133.6853
68.86803,113.9275
66.62471,135.6168
64.77193,122.6005
67.70647,118.9472
72.992,134.2703
70.95194,124.2747
67.95677,130.6981
67.20959,124.6797
66.36959,129.0839
67.63896,121.9456
69.74444,126.2689
68.17532,134.6122
66.89711,131.8476
67.4966,103.5828
66.51569,116.3925
66.88332,123.5095
69.7277,150.3395
69.78345,135.2437
65.40046,112.4584
67.99831,137.4861
72.25581,132.7902
70.79562,126.0286
65.18786,141.3591
67.7123,135.9065
70.05146,134.6655
67.30497,122.0232
66.39813,128.3502
69.73637,130.6354
68.71659,131.717
63.88437,108.6132
68.40851,114.5673
67.93251,133.5136
70.69674,135.8641
68.95083,148.1093
66.49457,123.5179
68.59369,120.8406
66.26442,116.2666
69.58656,123.8986
67.35651,119.32
69.68727,119.4097
68.44046,124.5933
68.47973,130.8802
65.45463,118.2058
66.8085,109.6357
70.05212,140.2298
67.43558,121.5764
66.54306,98.30262
67.32353,117.6173
67.9725,136.5104
69.03858,148.9791
67.69453,123.9665
69.30508,133.5957
65.39643,117.2334
68.35638,123.5943
65.36888,117.7674
68.36499,137.2321
71.15702,129.1996
69.25532,142.4032
66.6984,128.4838
69.17548,115.3008
68.31559,119.5309
67.81616,121.7224
68.56123,142.8442
66.23085,110.1171
68.95099,122.0958
67.86761,124.8188
68.05498,119.3169
67.73986,132.4571
69.83641,133.0316
70.68574,160.8831
64.54385,119.127
67.93112,138.516
67.77291,124.8232
69.41312,135.9744
67.77213,116.2254
67.79965,139.2002
67.98313,137.983
69.97983,144.5084
63.83261,109.1938
65.57212,127.228
69.34307,124.5517
67.28398,114.926
68.7435,132.5027
69.03112,125.3892
69.64426,128.4988
66.70052,117.7319
67.9143,112.9531
64.36849,126.1835
65.87507,118.7934
67.07427,125.4388
69.34545,124.9451
69.83212,145.5139
66.10245,116.7836
69.26205,132.5216
68.33525,114.8933
69.38017,122.8594
69.12887,130.5782
68.44658,119.1058
66.34542,133.8204
70.03275,128.5779
70.16523,139.0179
68.18324,101.2876
70.12378,140.958
68.4296,134.6146
66.43974,129.9482
71.72703,139.064
70.72387,135.1996
68.09022,129.682
70.12976,129.1395
66.05393,129.0051
69.77059,112.7357
68.15816,126.1123
69.91372,118.3724
65.34461,122.9731
68.35621,130.3663
64.50585,114.226
67.95491,115.7854
68.57621,137.9526
68.12257,112.2435
68.77583,137.237
67.92593,124.9418
69.1484,135.0961
63.20539,114.4199
69.2442,122.1823
65.88645,129.375
67.85186,129.9448
65.57418,140.4557
66.70819,120.8977
69.172,129.159
69.23593,137.1397
67.57232,145.2218
69.50518,140.0956
70.60288,124.12
66.54152,135.6875
69.11494,127.756
69.951,144.0475
67.70347,131.9333
69.19028,135.5263
67.8047,151.3579
67.62532,124.7073
70.36898,135.274
71.02595,136.5388
69.8452,137.8778
67.08638,114.2066
68.62013,141.5844
64.37275,111.0969
65.93523,126.3868
65.24285,132.8885
70.51481,144.7904
66.61129,108.3859
67.13394,124.1348
66.77634,129.4462
67.69385,131.3339
67.82809,111.6411
66.63254,111.6422
67.62229,140.3178
69.66798,125.5286
62.75039,114.49
64.53878,113.998
68.01929,117.1931
66.38551,138.3156
70.18724,122.3712
64.646,132.9431
67.48819,124.0449
72.01807,144.1591
66.61356,115.4581
65.81803,116.5192
71.16185,139.6139
68.51977,133.2364
64.96088,120.025
66.88268,123.1111
70.3531,132.8462
67.71744,120.9359
66.03333,129.7702
68.9826,136.9118
68.60237,131.121
66.8408,133.484
68.03659,136.3871
64.79586,131.4559
70.55126,126.1986
68.28166,115.046
68.77574,130.3178
67.09315,131.6954
70.14303,135.6519
65.46833,120.3029
69.02275,129.1442
74.24899,150.2167
64.08575,120.2076
67.57977,132.153
69.19395,132.1247
64.48615,119.5029
68.75888,136.7629
68.45184,147.7846
66.44205,145.5992
70.1756,124.9662
67.1386,127.902
66.91548,125.9147
68.63357,109.6821
66.95697,107.7733
69.97351,134.1099
66.92568,134.901
68.76347,139.6364
67.40692,127.0273
65.74615,134.7717
65.88357,99.97124
66.77623,129.4522
66.9622,129.3592
63.46642,103.6594
68.35224,115.7327
64.43147,104.8874
63.52175,131.0054
66.86196,129.0709
65.53651,102.5494
71.82306,133.2257
68.86538,146.3008
70.79207,140.8125
69.02139,132.4618
67.3527,118.8437
66.3294,133.4495
67.75792,134.882
68.64796,129.6789
68.18784,136.7318
71.53978,133.9981
68.58959,128.1324
71.33959,130.2482
67.18757,130.2934
67.70033,128.3208
64.13048,134.0501
69.90087,140.5808
66.72044,115.1936
69.3532,135.8445
69.70788,142.8508
67.73755,143.0931
68.16879,114.9519
71.94697,149.4261
67.37481,132.0558
65.34039,127.0174
65.63768,103.3615
68.91559,125.3216
65.44571,130.6423
68.11726,124.3662
69.52284,140.6019
69.40202,124.229
70.00803,132.9642
68.59817,130.2067
64.76508,106.6241
67.52805,108.9888
66.71974,109.9473
67.94808,124.363
69.09682,131.5021
70.04724,137.4264
67.92097,116.0228
67.99135,117.9061
68.92023,116.7259
66.75149,115.4633
68.07152,129.9734
68.75961,148.9128
70.93048,126.0818
68.29873,115.4952
69.25316,158.7833
68.39327,141.2064
68.48007,129.838
69.47286,137.0682
66.33003,123.2428
66.88679,117.9651
65.20091,102.4998
68.37273,130.6338
67.10601,144.6224
62.64242,100.1982
69.06906,120.2937
71.15727,144.3108
68.93324,114.8805
68.10686,141.5328
64.45765,114.6963
65.96736,121.6607
68.73038,119.3241
70.53564,135.206
67.40711,115.9409
66.11309,123.2264
69.47433,133.0619
70.95476,136.3442
65.56715,124.1401
65.49243,116.2944
68.89342,133.1669
67.59755,137.941
66.1724,133.3173
68.70371,114.2219
65.47651,137.6516
67.72604,131.5375
70.02202,137.2221
69.72107,135.1331
67.90954,113.9257
65.61306,132.5883
71.40631,133.5753
66.27843,106.7793
65.0276,95.18466
65.68922,114.2675
66.85743,126.4804
68.23,126.7087
66.12036,110.9096
71.32591,132.3678
70.2075,133.7174
71.03619,144.0125
68.18528,129.9098
68.99195,106.5697
67.95745,121.9433
69.49971,118.1623
67.12538,106.6739
67.75678,128.444
67.67958,127.4595
64.71984,102.93
69.72873,127.8299
68.50234,139.7868
70.56446,133.2813
66.58715,120.2949
63.80202,102.4047
66.38836,134.2056
66.7895,121.4804
66.99003,108.2574
72.61998,145.8469
67.80601,114.9258
68.63913,124.6757
65.81803,113.619
66.5755,126.2651
66.40067,124.0382
66.75992,120.554
69.02475,124.4235
70.24902,130.1726
70.18308,137.2733
67.63509,126.9051
66.43547,118.2885
67.50559,119.6817
68.19559,134.332
66.32293,120.0364
70.33673,140.2713
67.9766,139.4025
66.07451,105.1086
68.00118,140.3289
65.48497,139.7691
66.99532,118.4896
69.89331,121.8301
68.03229,130.3482
70.00989,138.2214
66.91337,119.9847
71.43101,141.5275
64.42386,128.0746
68.63254,122.6639
70.14808,135.5841
69.94628,158.7993
66.40808,103.1971
65.27161,122.9332
67.02796,119.343
66.333,139.5722
70.05322,124.1145
71.49315,132.5483
67.11911,116.0712
72.52115,162.8737
68.59945,131.1394
66.72202,124.8745
68.33163,123.738
66.52804,119.0115
69.80841,135.4606
70.18855,139.6563
67.70646,120.3449
66.73552,113.0404
68.37589,115.658
68.14008,128.6282
65.33269,96.52385
68.27634,122.6695
69.17767,129.3968
66.47919,128.8422
66.27731,133.0853
67.80211,130.1248
72.66613,138.9119
70.62111,138.9252
67.45131,105.9085
68.51925,135.4393
72.05853,147.3129
64.71472,108.7636
66.49054,128.9625
71.9151,147.7867
68.37932,128.5716
69.44208,127.4285
65.67788,128.9123
67.97944,123.3621
68.18702,122.0501
67.96766,159.6644
67.69418,121.5022
66.85727,124.3686
68.50423,130.5608
66.46892,117.7781
70.53609,147.1473
68.60163,128.6512
67.13712,115.6854
63.82574,104.102
67.39413,122.4406
71.3131,124.6131
67.98003,100.4089
67.8037,131.8038
71.05584,134.7575
70.6785,148.5516
69.45454,151.3435
67.75404,121.4032
66.37759,132.7138
66.90907,118.1243
67.36022,120.412
70.03559,141.4458
74.19488,129.0597
68.44192,129.3121
68.86465,148.5716
66.41874,112.319
68.58215,130.0932
69.01529,123.1712
64.12752,99.36058
72.58824,139.1404
69.53845,131.9771
69.32255,127.7025
67.26117,136.8449
68.8089,126.4916
65.83333,111.1847
69.14631,128.5255
66.76436,123.1419
68.10866,141.374
66.52579,127.0178
66.72267,118.0513
66.66847,115.3536
66.13808,136.9275
68.04169,126.5685
67.37032,129.216
68.37927,142.1694
68.64261,136.578
67.06567,121.962
69.29222,146.9053
69.97624,142.657
68.36664,140.2292
68.2079,109.8398
67.34824,134.8916
65.91384,127.6066
